loss,accuracy,val_loss,val_accuracy,lr
1.3620562553405762,0.6305680871009827,0.5438849925994873,0.9039039015769958,0.001
0.4244683086872101,0.8716216087341309,0.165018692612648,0.9538288116455078,0.001
0.297418475151062,0.9117242097854614,0.15282709896564484,0.962087094783783,0.001
0.22764872014522552,0.9303678870201111,0.13227660953998566,0.9630255103111267,0.001
0.19217906892299652,0.9411286115646362,0.09897852689027786,0.9722222089767456,0.001
0.17789782583713531,0.9460085034370422,0.10375987738370895,0.9710960984230042,0.001
0.18015706539154053,0.9467592835426331,0.10542422533035278,0.9714714884757996,0.001
0.10133778303861618,0.969281792640686,0.06277643889188766,0.9844219088554382,0.0005
0.0719323456287384,0.9768518805503845,0.0869382992386818,0.9772897958755493,0.0005
0.05953659117221832,0.9816691875457764,0.07428113371133804,0.982545018196106,0.0005
